id,name,type,start_date,end_date,days_left,condition,cost_maintenance,status
PM-0479,Gói dịch vụ Google Workspace,Phần mềm,2024-11-06,2026-08-05,312,Tốt,842221.93,2
PC-0480,Máy tính bàn HP EliteDesk,Phần cứng,2024-03-17,2026-11-08,378,Tốt,2317470.22,2
PM-0481,Gói dịch vụ Google Workspace,Phần mềm,2022-08-10,2025-02-12,-275,Hỏng,2595408.93,0
PC-0482,Bộ lưu điện APC 1000VA,Phần cứng,2026-01-21,2027-06-12,563,Tốt,544591.71,2
GT-0483,Biên bản hợp tác,Giấy tờ,2025-03-07,2026-11-21,350,Tốt,2668012.73,2
PM-0484,Domain công ty .vn,Phần mềm,2024-04-07,2026-10-21,346,Tốt,2747071.19,2
PC-0485,Thiết bị NAS Synology DS220+,Phần cứng,2023-07-24,2025-03-20,-248,Hỏng,4777618.48,0
GT-0486,Giấy ủy quyền đại diện,Giấy tờ,2022-10-21,2025-05-02,-215,Hỏng,31419423.126853853,0
PM-0487,Giấy phép Zoom Pro,Phần mềm,2026-12-29,2027-05-13,537,Tốt,4773300.15,2
PM-0488,Domain công ty .vn,Phần mềm,2022-12-17,2025-02-08,-293,Hỏng,4672180.13,0
PC-0489,Máy chủ Dell PowerEdge,Phần cứng,2026-07-14,2026-11-10,388,Tốt,1283882.84,2
PC-0490,Laptop Dell XPS 13,Phần cứng,2025-02-15,2026-04-11,163,Tốt,2661301.07,2
PC-0491,Máy chủ Dell PowerEdge,Phần cứng,2023-08-29,2026-01-20,69,Tốt,3580753.37,2
GT-0492,Biên bản thanh lý hợp đồng,Giấy tờ,2024-04-23,2025-12-25,65,Tốt,4115870.08,2
PC-0493,Ổ cứng WD 1TB,Phần cứng,2025-12-14,2027-04-27,532,Tốt,907191.74,2
GT-0494,Hồ sơ nhân sự,Giấy tờ,2024-10-13,2026-11-05,345,Tốt,534384.62,2
PC-0495,Thiết bị NAS Synology DS220+,Phần cứng,2022-03-23,2025-02-10,-280,Hỏng,4588762.45,0
PC-0496,Bộ lưu điện APC 1000VA,Phần cứng,2025-12-07,2027-06-06,603,Tốt,217062.66,2
PC-0497,Ổ cứng WD 1TB,Phần cứng,2025-12-30,2026-08-29,274,Tốt,12920.07,2
PC-0498,Máy chiếu Epson EB-X51,Phần cứng,2025-09-07,2026-03-17,122,Tốt,2967692.85,2
PC-0499,Thiết bị NAS Synology DS220+,Phần cứng,2023-01-03,2024-03-31,-604,Hỏng,873867.21,0
GT-0500,Phiếu đăng ký nội bộ,Giấy tờ,2023-07-14,2026-02-01,60,Tốt,4500115.62,2
GT-0501,Giấy phép kinh doanh,Giấy tờ,2024-02-10,2026-07-28,272,Tốt,3902627.58,2
PC-0502,Máy chiếu Epson EB-X51,Phần cứng,2023-05-31,2025-09-03,-41,Hỏng,4255871.3,0
PM-0503,Domain công ty .vn,Phần mềm,2023-12-16,2026-07-26,235,Tốt,477676.57,2
PC-0504,Switch Cisco SG350,Phần cứng,2024-06-21,2024-11-18,-351,Hỏng,764919.0,0
GT-0505,Hợp đồng thuê văn phòng,Giấy tờ,2025-03-24,2027-04-27,521,Tốt,4313985.39,2
PM-0506,License AutoCAD 2024,Phần mềm,2023-11-07,2026-01-12,54,Tốt,118192.93,2
PM-0507,Phần mềm quản lý nhân sự,Phần mềm,2025-01-29,2026-12-04,378,Tốt,1030930.82,2
PM-0508,Giấy phép Microsoft 365,Phần mềm,2026-01-30,2026-11-15,355,Tốt,1954529.98,2
GT-0509,Biên bản kiểm tra tài sản,Giấy tờ,2026-02-16,2026-09-28,321,Tốt,4938927.6,2
PM-0510,License AutoCAD 2024,Phần mềm,2025-04-13,2025-12-18,24,Cần bảo trì,3587988.83,1
GT-0511,Giấy chứng nhận đăng ký doanh nghiệp,Giấy tờ,2025-10-28,2026-12-15,402,Tốt,,2
PC-0512,Máy chiếu Epson EB-X51,Phần cứng,2025-06-21,2027-04-21,524,Tốt,2891934.59,2
PM-0513,Giấy phép Zoom Pro,Phần mềm,2025-10-07,2026-12-22,401,Tốt,1324477.24,2
GT-0514,Phiếu đăng ký nội bộ,Giấy tờ,2023-04-25,2024-06-02,-542,Hỏng,1616857.81,0
PM-0515,Bản quyền phần mềm diệt virus Kaspersky,Phần mềm,2023-03-21,2025-05-20,-185,Hỏng,3085778.92,0
GT-0516,Giấy ủy quyền đại diện,Giấy tờ,2024-05-07,2026-06-27,238,Tốt,338062.82,2
GT-0517,Giấy ủy quyền đại diện,Giấy tờ,2022-02-03,2024-08-28,-433,Hỏng,2700059.57,0
PC-0518,Máy in Canon LBP 2900,Phần cứng,2021-12-27,2024-05-27,-549,Hỏng,2664788.93,0
GT-0519,Hợp đồng cung cấp dịch vụ,Giấy tờ,2024-09-26,2025-02-26,-258,Hỏng,3347434.78,0
PM-0520,License AutoCAD 2024,Phần mềm,2024-11-03,2026-04-30,180,Tốt,1814721.36,2
PM-0521,Bản quyền Windows Server 2022,Phần mềm,2022-08-03,2024-07-15,-510,Hỏng,300711.71,0
PC-0522,Ổ cứng WD 1TB,Phần cứng,2024-06-19,2025-06-17,-140,Hỏng,876514.71,0
PM-0523,Bản quyền phần mềm diệt virus Kaspersky,Phần mềm,2026-08-03,2027-01-02,406,Tốt,852389.69,2
PC-0524,Máy chủ Dell PowerEdge,Phần cứng,2024-03-20,2026-01-20,78,Tốt,2251854.68,2
GT-0525,Phiếu đăng ký nội bộ,Giấy tờ,2024-12-07,2026-11-26,368,Tốt,2374432.72,2
PC-0526,Router Mikrotik RB750Gr3,Phần cứng,2024-11-20,2025-03-04,-280,Hỏng,4870823.14,0
PC-0527,Máy chủ Dell PowerEdge,Phần cứng,2024-08-30,2025-03-20,-261,Hỏng,1218283.58,0
PC-0528,Máy tính bàn HP EliteDesk,Phần cứng,2026-06-12,2027-04-03,508,Tốt,3117928.44,2
PC-0529,Router Mikrotik RB750Gr3,Phần cứng,2024-01-08,2026-05-30,203,Tốt,638567.42,2
PC-0530,Thiết bị NAS Synology DS220+,Phần cứng,2023-07-27,2026-03-29,123,Tốt,315545.17,2
GT-0531,Biên bản thanh lý hợp đồng,Giấy tờ,2021-11-03,2024-07-13,-477,Hỏng,,0
GT-0532,Biên bản kiểm tra tài sản,Giấy tờ,2025-02-05,2026-04-30,144,Tốt,4684789.12,2
GT-0533,Giấy chứng nhận đăng ký doanh nghiệp,Giấy tờ,2026-02-08,2026-07-04,233,Tốt,1984907.59,2
PM-0534,Domain công ty .vn,Phần mềm,2022-06-05,2025-01-26,-308,Tốt,808821.06,2
PC-0535,Bộ lưu điện APC 1000VA,Phần cứng,2022-08-19,2025-02-26,-269,Hỏng,2832876.81,0
PC-0536,Bộ lưu điện APC 1000VA,Phần cứng,2023-03-29,2025-10-03,-39,Hỏng,581831.99,0
PC-0537,Thiết bị NAS Synology DS220+,Phần cứng,2025-05-22,2027-06-16,568,Tốt,4389871.6,2
PC-0538,Máy tính bàn HP EliteDesk,Phần cứng,2023-07-31,2024-08-02,-473,Hỏng,706390.25,0
PM-0539,Domain công ty .vn,Phần mềm,2023-02-19,2024-06-02,-513,Hỏng,1612639.89,0
PM-0540,Bản quyền phần mềm diệt virus Kaspersky,Phần mềm,2024-07-23,2026-07-28,249,Tốt,3474755.44,2
PC-0541,Máy in Canon LBP 2900,Phần cứng,2024-05-21,2024-12-12,-322,Hỏng,4112402.82,0
GT-0542,Phiếu đăng ký nội bộ,Giấy tờ,2024-05-13,2026-06-21,204,Tốt,1568638.46,2
PM-0543,Bản quyền Windows Server 2022,Phần mềm,2024-06-19,2026-06-23,240,Tốt,3031264.69,2
PC-0544,Máy chiếu Epson EB-X51,Phần cứng,2023-03-12,2025-04-06,-198,Hỏng,1587657.24,0
PM-0545,License phần mềm kế toán MISA,Phần mềm,2026-09-29,2027-05-06,503,Tốt,608809.56,2
GT-0546,Hợp đồng thuê văn phòng,Giấy tờ,2024-09-10,2027-03-29,490,Tốt,4815575.56,2
GT-0547,Giấy chứng nhận đăng ký doanh nghiệp,Giấy tờ,2024-02-10,2026-07-15,254,Tốt,4380525.96,2
GT-0548,Hồ sơ nhân sự,Giấy tờ,2023-07-09,2025-06-11,-157,Hỏng,3204131.57,0
GT-0549,Giấy phép kinh doanh,Giấy tờ,2024-06-26,2024-11-30,-341,Hỏng,3012765.82,0
PM-0550,Giấy phép Zoom Pro,Phần mềm,2023-10-15,2025-01-02,-323,Hỏng,306748.14,0
PM-0551,Bản quyền Windows Server 2022,Phần mềm,2022-11-12,2025-03-01,-255,Hỏng,290818.98,0
PM-0552,Domain công ty .vn,Phần mềm,2025-08-10,2027-03-06,477,Tốt,1486775.24,2
PM-0553,Bản quyền Windows Server 2022,Phần mềm,2026-09-14,2027-04-18,540,Tốt,373149.07,2
PC-0554,Ổ cứng WD 1TB,Phần cứng,2024-02-04,2026-08-21,286,Tốt,888831.94,2
GT-0555,Giấy chứng nhận đăng ký doanh nghiệp,Giấy tờ,2023-12-07,2026-05-15,189,Tốt,1163227.69,2
GT-0556,Giấy ủy quyền đại diện,Giấy tờ,2024-10-01,2025-05-15,-187,Hỏng,2635207.32,0
PM-0557,Domain công ty .vn,Phần mềm,2025-11-06,2027-03-13,479,Tốt,3960468.17,2
PM-0558,License AutoCAD 2024,Phần mềm,2024-04-18,2026-04-28,161,Tốt,973112.56,2
PM-0559,Gói Cloud AWS Business,Phần mềm,2024-01-16,2024-06-21,-503,Hỏng,2408174.23,0
PM-0560,Bản quyền Windows Server 2022,Phần mềm,2023-11-07,2025-11-09,-9,Hỏng,4819111.38,0
PM-0561,Gói Cloud AWS Business,Phần mềm,2023-08-27,2025-04-30,-192,Hỏng,95961.38,0
PM-0562,License AutoCAD 2024,Phần mềm,2023-09-03,2025-12-31,80,Tốt,3404874.14,2
PM-0563,Gói dịch vụ Google Workspace,Phần mềm,2024-08-04,2027-01-22,449,Tốt,60603.87,2
PC-0564,Ổ cứng WD 1TB,Phần cứng,2024-08-11,2025-02-22,-268,Hỏng,323083.4,0
GT-0565,Biên bản hợp tác,Giấy tờ,2024-02-13,2026-02-19,117,Tốt,3230450.62,2
GT-0566,Phiếu đăng ký nội bộ,Giấy tờ,2024-02-16,2024-09-20,-424,Hỏng,746188.89,0
PC-0567,Bộ lưu điện APC 1000VA,Phần cứng,2023-11-29,2025-09-18,-86,Hỏng,1623379.63,0
PC-0568,Máy in Canon LBP 2900,Phần cứng,2023-10-27,2025-09-26,-62,Hỏng,3925082.72,0
GT-0569,Giấy chứng nhận đăng ký doanh nghiệp,Giấy tờ,2022-11-25,2024-07-04,-524,Hỏng,510747.65,0
GT-0570,Hợp đồng thuê văn phòng,Giấy tờ,2023-08-27,2024-07-28,-477,Hỏng,4044417.31,0
GT-0571,Giấy phép kinh doanh,Giấy tờ,2024-05-10,2027-01-19,433,Hỏng,63542179.992221415,0
GT-0572,Giấy ủy quyền đại diện,Giấy tờ,2023-06-14,2026-03-06,139,Tốt,2477260.52,2
PM-0573,Gói dịch vụ Google Workspace,Phần mềm,2023-10-02,2024-10-07,-396,Hỏng,1134823.47,0
GT-0574,Biên bản kiểm tra tài sản,Giấy tờ,2025-10-10,2026-07-25,252,Tốt,4412297.2,2
GT-0575,Biên bản kiểm tra tài sản,Giấy tờ,2024-08-05,2026-10-17,351,Tốt,2561109.6,2
GT-0576,Biên bản kiểm tra tài sản,Giấy tờ,2025-01-07,2026-07-30,211,Tốt,190109.24,2
PM-0577,License phần mềm kế toán MISA,Phần mềm,2023-06-23,2025-05-03,-189,Hỏng,526837.67,0
GT-0578,Biên bản kiểm tra tài sản,Giấy tờ,2022-03-11,2024-08-16,-441,Hỏng,3687541.8,0
PC-0579,Máy chủ Dell PowerEdge,Phần cứng,2022-10-14,2025-05-31,-187,Hỏng,3873267.66,0
PM-0580,Giấy phép Microsoft 365,Phần mềm,2024-10-01,2025-09-12,-44,Hỏng,1774206.8,0
PC-0581,Ổ cứng WD 1TB,Phần cứng,2025-11-09,2026-05-03,177,Tốt,3301513.6,2
PC-0582,Bộ lưu điện APC 1000VA,Phần cứng,2026-03-30,2026-12-08,385,Tốt,,2
GT-0583,Phiếu đăng ký nội bộ,Giấy tờ,2023-02-20,2025-03-16,-232,Hỏng,3123317.84,0
PC-0584,Laptop Dell XPS 13,Phần cứng,2025-05-07,2026-10-23,379,Tốt,52138.5,2
PC-0585,Laptop Dell XPS 13,Phần cứng,2024-03-05,2024-09-06,-429,Hỏng,4799132.59,0
PM-0586,License phần mềm kế toán MISA,Phần mềm,2024-02-21,2026-04-27,170,Tốt,4842443.89,2
GT-0587,Biên bản thanh lý hợp đồng,Giấy tờ,2024-12-14,2026-01-02,44,Tốt,2371680.55,2
PC-0588,Switch Cisco SG350,Phần cứng,2025-06-26,2026-05-11,167,Tốt,2912113.29,2
PM-0589,Gói Cloud AWS Business,Phần mềm,2026-03-15,2026-08-30,303,Tốt,783192.18,2
PC-0590,Switch Cisco SG350,Phần cứng,2024-07-26,2024-12-19,-341,Hỏng,4640418.2,0
PM-0591,License phần mềm kế toán MISA,Phần mềm,2025-01-10,2025-07-22,-112,Tốt,2160384.41,2
PC-0592,Thiết bị NAS Synology DS220+,Phần cứng,2024-01-22,2026-05-20,182,Tốt,1368956.54,2
GT-0593,Hợp đồng cung cấp dịch vụ,Giấy tờ,2024-08-02,2026-02-05,92,Tốt,63574.45,2
GT-0594,Hồ sơ nhân sự,Giấy tờ,2023-07-01,2024-04-29,-557,Hỏng,4232571.69,0
GT-0595,Giấy ủy quyền đại diện,Giấy tờ,2023-10-05,2024-08-17,-436,Hỏng,3775209.64,0
GT-0596,Biên bản thanh lý hợp đồng,Giấy tờ,2023-06-24,2025-01-17,-307,Hỏng,3642453.39,0
PM-0597,License phần mềm kế toán MISA,Phần mềm,2023-05-31,2024-11-12,-369,Hỏng,269291.03,0
PC-0598,Router Mikrotik RB750Gr3,Phần cứng,2023-08-29,2024-11-11,-381,Hỏng,1346656.49,0
GT-0599,Hợp đồng cung cấp dịch vụ,Giấy tờ,2024-07-19,2026-04-30,162,Tốt,658643.87,2
PM-0600,Giấy phép Zoom Pro,Phần mềm,2023-01-18,2024-12-29,-312,Hỏng,4825648.71,0
PM-0601,License phần mềm kế toán MISA,Phần mềm,2023-05-26,2024-06-17,-502,Hỏng,1711918.18,0
PC-0602,Thiết bị NAS Synology DS220+,Phần cứng,2024-05-28,2025-05-16,-194,Hỏng,2951738.45,0
PM-0603,Giấy phép Microsoft 365,Phần mềm,2021-12-28,2024-04-09,-569,Hỏng,757846.86,0
PC-0604,Switch Cisco SG350,Phần cứng,2023-02-21,2024-07-20,-473,Cần bảo trì,3181456.77,1
GT-0605,Biên bản hợp tác,Giấy tờ,2024-04-04,2024-08-04,-459,Hỏng,2307787.37,0
GT-0606,Biên bản kiểm tra tài sản,Giấy tờ,2023-04-10,2025-08-18,-58,Hỏng,4959049.76,0
PM-0607,License phần mềm kế toán MISA,Phần mềm,2024-11-29,2026-08-12,261,Tốt,3287801.56,2
GT-0608,Giấy chứng nhận đăng ký doanh nghiệp,Giấy tờ,2022-09-13,2025-01-17,-318,Hỏng,3079927.25,0
PM-0609,Giấy phép Microsoft 365,Phần mềm,2024-03-22,2026-10-14,309,Tốt,1876299.52,2
GT-0610,Biên bản thanh lý hợp đồng,Giấy tờ,2026-03-24,2026-10-09,353,Tốt,26148.07,2
PC-0611,Bộ lưu điện APC 1000VA,Phần cứng,2023-04-21,2025-10-08,-25,Hỏng,4163402.35,0
PC-0612,Máy in Canon LBP 2900,Phần cứng,2026-04-25,2027-01-29,442,Tốt,1634658.08,2
PM-0613,Giấy phép Microsoft 365,Phần mềm,2026-02-12,2026-12-31,418,Tốt,2351595.27,2
PM-0614,Gói Cloud AWS Business,Phần mềm,2023-10-10,2026-02-17,80,Tốt,1841547.65,2
GT-0615,Biên bản hợp tác,Giấy tờ,2025-01-01,2027-01-29,480,Tốt,3901998.88,2
PC-0616,Bộ lưu điện APC 1000VA,Phần cứng,2025-12-18,2027-06-12,579,Tốt,32571333.72139276,2
GT-0617,Biên bản kiểm tra tài sản,Giấy tờ,2024-09-01,2026-08-09,272,Tốt,16091.32,2
GT-0618,Switch Cisco SG350,Giấy tờ,2022-07-09,2024-08-31,-402,Hỏng,3970986.66,0
GT-0619,Giấy ủy quyền đại diện,Giấy tờ,2024-08-27,2025-10-25,-11,Hỏng,2404864.45,0
PC-0620,Thiết bị NAS Synology DS220+,Phần cứng,2023-05-22,2025-03-06,-262,Hỏng,1127193.78,0
PC-0621,Thiết bị NAS Synology DS220+,Phần cứng,2024-05-07,2024-08-30,-451,Hỏng,2996844.83,0
PM-0622,License phần mềm kế toán MISA,Phần mềm,2021-12-11,2024-05-20,-534,Hỏng,1610540.02,0
PM-0623,Gói dịch vụ Google Workspace,Phần mềm,2023-08-10,2024-10-18,-362,Hỏng,292754.65,0
GT-0624,Biên bản thanh lý hợp đồng,Giấy tờ,2023-05-10,2025-09-14,-39,Hỏng,4909845.95,0
GT-0625,Giấy chứng nhận đăng ký doanh nghiệp,Giấy tờ,2023-04-18,2024-04-09,-558,Hỏng,2200994.99,0
PC-0626,Laptop Dell XPS 13,Phần cứng,2022-11-24,2024-07-12,-496,Hỏng,2170096.83,0
PC-0627,Switch Cisco SG350,Phần cứng,2024-08-10,2027-05-02,521,Tốt,2991126.47,2
PM-0628,Phần mềm quản lý nhân sự,Phần mềm,2026-03-03,2026-11-17,368,Tốt,3668079.15,2
PC-0629,Bộ lưu điện APC 1000VA,Phần cứng,2023-02-02,2024-08-29,-439,Hỏng,2106240.27,0
PM-0630,Gói Cloud AWS Business,Phần mềm,2021-10-30,2024-06-07,-507,Hỏng,3736097.94,0
PM-0631,Domain công ty .vn,Phần mềm,2023-10-12,2025-11-13,-24,Hỏng,2938846.8,0
GT-0632,Biên bản kiểm tra tài sản,Giấy tờ,2022-06-09,2024-08-06,-440,Hỏng,1672556.44,0
GT-0633,Giấy chứng nhận đăng ký doanh nghiệp,Giấy tờ,2022-10-18,2024-11-30,-349,Hỏng,2932395.46,0
PC-0634,Switch Cisco SG350,Phần cứng,2024-06-13,2025-10-05,-44,Hỏng,4703396.23,0
PC-0635,Máy chủ Dell PowerEdge,Phần cứng,2024-12-24,2026-09-29,306,Tốt,4363651.25,2
GT-0636,Biên bản kiểm tra tài sản,Giấy tờ,2022-03-11,2024-05-09,-577,Hỏng,2175902.0,0
PC-0637,Biên bản thanh lý hợp đồng,Phần cứng,2024-07-11,2025-12-19,49,Tốt,3639696.53,2
PC-0638,Ổ cứng WD 1TB,Phần cứng,2024-06-09,2026-05-22,192,Tốt,3647541.14,2
PC-0639,Thiết bị NAS Synology DS220+,Phần cứng,2025-02-03,2026-02-05,66,Hỏng,3051125.75,0
GT-0640,Giấy chứng nhận đăng ký doanh nghiệp,Giấy tờ,2024-05-11,2026-12-01,365,Tốt,4783073.11,2
PC-0641,Laptop Dell XPS 13,Phần cứng,2024-10-07,2026-08-14,270,Tốt,222974.54,2
PC-0642,Switch Cisco SG350,Phần cứng,2025-04-12,2026-09-10,327,Tốt,1234894.0,2
PC-0643,Thiết bị NAS Synology DS220+,Phần cứng,2025-12-20,2026-09-13,301,Tốt,1359748.63,2
PC-0644,Máy chiếu Epson EB-X51,Phần cứng,2022-03-16,2024-10-12,-419,Hỏng,,0
GT-0645,Giấy ủy quyền đại diện,Giấy tờ,2025-06-18,2025-11-07,-9,Hỏng,3098497.2,0
PM-0646,Gói dịch vụ Google Workspace,Phần mềm,2022-12-18,2024-10-03,-409,Hỏng,1575947.61,0
PM-0647,Gói dịch vụ Google Workspace,Phần mềm,2026-03-01,2027-03-20,453,Tốt,4499166.73,2
PC-0648,Máy chiếu Epson EB-X51,Phần cứng,2026-01-26,2027-06-06,570,Tốt,639941.04,2
PM-0649,Domain công ty .vn,Phần mềm,2025-04-06,2025-07-26,-112,Hỏng,3938565.08,0
PC-0650,Router Mikrotik RB750Gr3,Phần cứng,2022-09-27,2024-09-02,-426,Hỏng,4906485.45,0
PC-0651,Máy chiếu Epson EB-X51,Phần cứng,2026-04-14,2027-05-20,582,Tốt,3625778.64,2
GT-0652,Biên bản hợp tác,Giấy tờ,2022-07-04,2025-03-27,-213,Hỏng,,0
GT-0653,Hợp đồng cung cấp dịch vụ,Giấy tờ,2024-06-02,2025-05-20,-180,Hỏng,110175.8,0
GT-0654,Giấy phép kinh doanh,Giấy tờ,2025-01-12,2026-09-02,277,Tốt,1254833.31,2
PM-0655,Giấy phép Zoom Pro,Phần mềm,2024-08-30,2026-12-31,453,Tốt,2725527.64,2
GT-0656,Biên bản kiểm tra tài sản,Giấy tờ,2023-12-06,2024-04-18,-572,Tốt,3614071.52,2
GT-0657,Biên bản kiểm tra tài sản,Giấy tờ,2022-06-11,2024-09-14,-424,Hỏng,2717691.09,0
PC-0658,Router Mikrotik RB750Gr3,Phần cứng,2022-03-02,2024-10-05,-403,Hỏng,4234593.64,0
PC-0659,Máy in Canon LBP 2900,Phần cứng,2023-10-06,2024-04-12,-576,Hỏng,4249876.86,0
PC-0660,Bộ lưu điện APC 1000VA,Phần cứng,2022-02-03,2024-06-27,-505,Hỏng,4309934.54,0
PM-0661,Gói Cloud AWS Business,Phần mềm,2025-05-01,2027-04-05,500,Tốt,1452937.8,2
PC-0662,Gói Cloud AWS Business,Phần cứng,2023-11-12,2025-10-13,-38,Hỏng,2296199.39,0
PM-0663,License AutoCAD 2024,Phần mềm,2024-05-04,2025-10-03,-40,Hỏng,1006818.91,0
PM-0664,Bản quyền phần mềm diệt virus Kaspersky,Phần mềm,2025-02-02,2025-09-04,-77,Hỏng,2724238.8,0
PC-0665,Laptop Dell XPS 13,Phần cứng,2022-11-05,2024-10-21,-398,Hỏng,89728.39,0
GT-0666,Phiếu đăng ký nội bộ,Giấy tờ,2025-02-17,2025-12-09,29,Cần bảo trì,4352892.13,1
PM-0667,Giấy phép Microsoft 365,Phần mềm,2024-06-05,2026-12-17,396,Tốt,2800911.29,2
PC-0668,Switch Cisco SG350,Phần cứng,2023-10-20,2025-06-11,-131,Hỏng,2762568.07,0
PC-0669,Router Mikrotik RB750Gr3,Phần cứng,2025-02-27,2027-02-22,427,Tốt,2693508.99,2
PM-0670,Gói Cloud AWS Business,Phần mềm,2024-06-16,2026-01-29,94,Tốt,3283900.52,2
GT-0671,Biên bản kiểm tra tài sản,Giấy tờ,2025-09-07,2026-02-28,127,Tốt,4822383.27,2
PC-0672,Ổ cứng WD 1TB,Phần cứng,2024-03-17,2025-08-11,-124,Tốt,3964272.1,2
GT-0673,Phiếu đăng ký nội bộ,Giấy tờ,2025-12-02,2027-03-22,490,Tốt,3989570.8,2
PM-0674,Domain công ty .vn,Phần mềm,2025-11-20,2027-04-23,521,Tốt,2600952.62,2
PC-0675,Laptop Dell XPS 13,Phần cứng,2023-01-04,2025-04-11,-236,Hỏng,1583808.39,0
PM-0676,Domain công ty .vn,Phần mềm,2023-11-25,2024-12-05,-354,Hỏng,4485931.7,0
PM-0677,License AutoCAD 2024,Phần mềm,2023-03-13,2025-07-20,-132,Hỏng,703557.64,0
GT-0678,Hợp đồng thuê văn phòng,Giấy tờ,2023-10-11,2025-11-24,38,Tốt,3663176.17,2
PM-0679,Bản quyền Windows Server 2022,Phần mềm,2023-08-01,2024-12-06,-327,Hỏng,3992966.36,0
PC-0680,Máy in Canon LBP 2900,Phần cứng,2023-01-22,2025-09-16,-38,Hỏng,588219.94,0
PM-0681,Bản quyền phần mềm diệt virus Kaspersky,Phần mềm,2025-07-18,2027-01-25,450,Tốt,4942079.95,2
GT-0682,Giấy ủy quyền đại diện,Giấy tờ,2026-03-13,2026-12-29,395,Tốt,3339599.99,2
GT-0683,Giấy phép kinh doanh,Giấy tờ,2024-06-15,2026-10-01,315,Tốt,4409638.79,2
PM-0684,Phần mềm quản lý nhân sự,Phần mềm,2022-09-27,2024-11-23,-347,Hỏng,649132.24,0
GT-0685,Hợp đồng thuê văn phòng,Giấy tờ,2024-01-14,2024-07-30,-488,Hỏng,2636998.11,0
GT-0686,Biên bản hợp tác,Giấy tờ,2025-03-31,2027-01-07,432,Cần bảo trì,3657482.45,1
GT-0687,Hồ sơ nhân sự,Giấy tờ,2024-05-30,2024-12-11,-340,Hỏng,,0
PC-0688,Laptop Dell XPS 13,Phần cứng,2022-09-16,2024-10-18,-396,Hỏng,3797912.05,0
GT-0689,Giấy phép kinh doanh,Giấy tờ,2024-09-18,2026-10-20,353,Tốt,3258339.59,2
GT-0690,Giấy chứng nhận đăng ký doanh nghiệp,Giấy tờ,2026-02-12,2026-11-28,388,Tốt,4141246.26,2
PC-0691,Máy tính bàn HP EliteDesk,Phần cứng,2022-05-12,2024-08-24,-450,Hỏng,4129891.06,0
PC-0692,Bộ lưu điện APC 1000VA,Phần cứng,2026-07-14,2026-11-27,397,Tốt,13069280.660923423,2
PC-0693,Thiết bị NAS Synology DS220+,Phần cứng,2022-08-27,2025-01-22,-310,Hỏng,2251754.89,0
PC-0694,Máy chiếu Epson EB-X51,Phần cứng,2025-07-19,2026-10-30,361,Hỏng,2177527.27,0
PC-0695,Bộ lưu điện APC 1000VA,Phần cứng,2024-05-03,2026-07-06,245,Tốt,4030979.41,2
PC-0696,Thiết bị NAS Synology DS220+,Phần cứng,2025-01-22,2026-10-08,325,Tốt,155578.0,2
GT-0697,Giấy chứng nhận đăng ký doanh nghiệp,Giấy tờ,2026-03-03,2027-03-16,494,Tốt,,2
PM-0698,Domain công ty .vn,Phần mềm,2023-11-27,2024-10-08,-419,Hỏng,3276412.05,0
GT-0699,Biên bản kiểm tra tài sản,Giấy tờ,2023-12-01,2026-07-24,268,Hỏng,385390.06,0
PM-0700,License AutoCAD 2024,Phần mềm,2022-10-08,2025-06-06,-162,Hỏng,2563273.77,0
PC-0701,Máy tính bàn HP EliteDesk,Phần cứng,2023-03-23,2025-09-05,-76,Hỏng,165946.77,0
GT-0702,Giấy chứng nhận đăng ký doanh nghiệp,Giấy tờ,2024-06-17,2025-06-24,-125,Hỏng,1163815.74,0
GT-0703,Giấy chứng nhận đăng ký doanh nghiệp,Giấy tờ,2023-11-07,2026-07-14,233,Tốt,4494236.94,2
PM-0704,Gói dịch vụ Google Workspace,Phần mềm,2025-07-19,2025-12-27,24,Cần bảo trì,3353661.56,1
PM-0705,Gói Cloud AWS Business,Phần mềm,2024-09-30,2026-08-26,264,Tốt,1897514.52,2
PC-0706,Bộ lưu điện APC 1000VA,Phần cứng,2022-11-29,2025-08-04,-91,Cần bảo trì,2733241.1,1
PM-0707,Giấy phép Microsoft 365,Phần mềm,2023-08-02,2025-11-07,-24,Hỏng,90000.44,0
PC-0708,Thiết bị NAS Synology DS220+,Phần cứng,2024-09-10,2025-11-25,39,Tốt,1400186.65,2
GT-0709,Hồ sơ nhân sự,Giấy tờ,2025-06-15,2026-10-24,315,Hỏng,4130195.26,0
PM-0710,Giấy phép Zoom Pro,Phần mềm,2022-10-24,2024-12-30,-292,Hỏng,90032.78,0
PM-0711,Phần mềm quản lý nhân sự,Phần mềm,2026-11-15,2027-03-13,489,Tốt,,2
PM-0712,Bản quyền Windows Server 2022,Phần mềm,2025-08-14,2026-05-17,185,Tốt,4363769.2,2
PC-0713,Router Mikrotik RB750Gr3,Phần cứng,2024-10-30,2026-10-11,325,Tốt,601236.13,2
GT-0714,Giấy chứng nhận đăng ký doanh nghiệp,Giấy tờ,2023-08-04,2024-12-11,-330,Hỏng,62020.18,0
GT-0715,Hợp đồng thuê văn phòng,Giấy tờ,2024-12-23,2026-06-20,219,Tốt,1486189.04,2
PM-0716,Gói Cloud AWS Business,Phần mềm,2023-12-02,2024-10-29,-362,Hỏng,2994041.48,0
PM-0717,Bản quyền phần mềm diệt virus Kaspersky,Phần mềm,2026-06-12,2026-12-04,389,Tốt,4261319.37,2
